Menu,Price,Rating,Review,Category
Ice Tea Pêssego 33cl,3.2,4.5,1100.0,Bebida
Ice Tea Limão 33cl,3.2,4.5,1100.0,Bebida
Ice Tea Manga 33cl,3.2,4.5,1100.0,Bebida
Ice Tea Manga,2.5,4.5,412.0,Bebida
Ice Tea Limão,2.5,4.5,412.0,Bebida
Ice Tea Pêssego,2.5,4.5,412.0,Bebida
Ice Tea Pêssego,1.6,4.5,23.0,Bebida
Ice Tea Limão,1.6,4.5,23.0,Bebida
Ice Tea,1.95,4.8,30.0,Bebida
Ice Tea Limão,3.0,4.5,446.0,Bebida
Ice Tea Pêssego,3.0,4.5,446.0,Bebida
Ice Tea Manga,3.0,,,Bebida
Ice Tea Ananás,3.0,,,Bebida
Ice Tea Pêssego 33cl,2.1,4.4,183.0,Bebida
Ice Tea Manga 33cl,2.1,4.4,183.0,Bebida
Ice Tea Limão 33cl,2.1,4.4,183.0,Bebida
Ice Tea,2.7,4.6,19.0,Bebida
Ice Tea Pêssego,2.15,4.9,76.0,Bebida
Ice Tea Pêssego,1.82,4.2,22.0,Bebida
Ice Tea Limão,1.82,4.2,22.0,Bebida
Ice Tea Manga,1.82,,,Bebida
Ice Tea Maracujá,1.82,,,Bebida
Ice Tea Pêssego,2.2,4.6,620.0,Bebida
Ice Tea Limão,2.2,4.6,620.0,Bebida
Ice Tea Pêssego,2.5,4.4,3680.0,Bebida
Ice Tea Manga,2.5,,,Bebida
Ice Tea Ananás,2.5,,,Bebida
Ice Tea Limão,2.5,4.4,3680.0,Bebida
Ice Tea 33cl,2.0,4.7,1920.0,Bebida
Ice Tea Manga 33cl,2.0,4.7,1920.0,Bebida
Ice Tea Limão 33cl,2.0,4.7,1920.0,Bebida
Ice Tea,2.0,4.7,429.0,Bebida
Ice Tea Pêssego,3.5,4.5,1050.0,Bebida
Ice Tea Manga,3.5,4.5,1050.0,Bebida
Ice Tea Limão,3.5,4.5,1050.0,Bebida
Ice Tea Manga 33cl,1.9,4.5,1050.0,Bebida
Ice Tea Pêssego 33cl,1.9,4.5,1050.0,Bebida
Ice Tea Limão 33cl,1.9,4.5,1050.0,Bebida
Ice Tea Pêssego 33cl,2.2,4.9,54.0,Bebida
Ice Tea Manga,2.0,4.3,240.0,Bebida
Ice Tea Pêssego,2.0,4.3,240.0,Bebida
Ice Tea Limão,2.0,4.3,240.0,Bebida
Ice Tea Limão,1.8,4.7,411.0,Bebida
Ice Tea Manga,1.8,4.7,411.0,Bebida
Ice Tea Pêssego,1.8,4.7,411.0,Bebida
Ice Tea Limão,2.5,4.7,31.0,Bebida
Ice Tea Pêssego,2.5,4.7,31.0,Bebida
Ice Tea Limão,2.0,4.5,63.0,Bebida
Ice Tea Pêssego,2.0,4.5,63.0,Bebida
Ice Tea Manga,2.0,4.5,63.0,Bebida
Ice Tea Manga 33cl,2.0,4.7,1370.0,Bebida
Ice Tea Limão 33cl,2.0,4.7,1370.0,Bebida
Ice Tea 33cl,2.0,4.7,1370.0,Bebida
Ice Tea,2.5,4.7,169.0,Bebida
Ice Tea,3.0,4.7,1270.0,Bebida
Ice Tea 33cl,2.2,4.7,4400.0,Bebida
Ice Tea Limão 33cl,2.55,4.9,266.0,Bebida
Ice Tea Pêssego,2.55,4.9,266.0,Bebida
Ice Tea Limão,2.0,4.6,730.0,Bebida
Ice Tea Pêssego,2.0,4.6,730.0,Bebida
Ice Tea Manga,2.0,4.6,730.0,Bebida
Ice Tea Pêssego,2.2,4.7,3370.0,Bebida
Ice Tea Limão,2.2,4.7,3370.0,Bebida
Ice Tea Manga,2.2,4.7,3370.0,Bebida
Ice Tea Limão,2.5,4.6,83.0,Bebida
Ice Tea Manga,2.5,,,Bebida
Ice Tea Ananás,2.5,,,Bebida
Ice Tea Pêssego,2.5,4.6,83.0,Bebida
Ice Tea,2.0,4.1,3540.0,Bebida
Ice Tea Pêssego,2.5,4.6,214.0,Bebida
Ice Tea Limão,2.5,4.6,214.0,Bebida
Ice Tea Pêssego,2.9,4.6,214.0,Bebida
Ice Tea Limão,2.7,4.6,214.0,Bebida
Ice Tea Pêssego,2.7,4.6,214.0,Bebida
Ice Tea Limão,2.9,4.6,214.0,Bebida
Ice Tea Pêssego,2.2,4.6,6880.0,Bebida
Ice Tea Limão,2.2,4.6,6880.0,Bebida
Ice Tea Manga,2.2,4.6,6880.0,Bebida
Ice Tea Manga,2.0,4.8,1660.0,Bebida
Ice Tea Limão,2.0,4.8,1660.0,Bebida
Ice Tea Pêssego,2.0,4.8,1660.0,Bebida
Ice Tea Limão,2.5,4.6,1530.0,Bebida
Ice Tea Pêssego,2.5,4.6,1530.0,Bebida
Ice Tea Pêssego,2.5,4.8,4540.0,Bebida
Ice Tea Manga,2.5,4.8,4540.0,Bebida
Ice Tea,2.9,4.5,3500.0,Bebida
Ice Tea Limão,2.5,4.7,1750.0,Bebida
Ice Tea Pêssego,2.5,4.7,1750.0,Bebida
Ice Tea Manga,2.5,4.7,1750.0,Bebida
Ice Tea Pêssego,2.5,4.8,230.0,Bebida
Ice Tea Limão,2.5,4.8,230.0,Bebida
Ice Tea,2.3,4.6,640.0,Bebida
Ice Tea Limão,1.6,4.7,890.0,Bebida
Ice Tea Pêssego,1.6,4.7,890.0,Bebida
Ice Tea Manga,1.6,4.7,890.0,Bebida
Ice Tea Limão 1.5L,2.9,4.7,890.0,Bebida
Ice Tea Limão,2.5,4.8,5940.0,Bebida
Ice Tea Pêssego,2.5,4.8,5940.0,Bebida
Ice Tea Manga,2.5,4.8,5940.0,Bebida
Ice Tea Manga,2.0,4.7,530.0,Bebida
Ice Tea Pêssego,2.0,4.7,530.0,Bebida
Ice Tea Limão,2.0,4.7,530.0,Bebida
Ice Tea 33cl,2.0,4.5,117.0,Bebida
Ice Tea Pêssego,2.2,4.4,12500.0,Bebida
Ice Tea Limão,2.2,4.4,12500.0,Bebida
Ice Tea Manga,2.2,4.4,12500.0,Bebida
Ice Tea 30cl,2.2,4.7,960.0,Bebida
Ice Tea Manga 30cl,2.2,4.7,960.0,Bebida
Ice Tea Limão 30cl,2.2,4.7,960.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.7,3780.0,Bebida
Ice Tea Limão 33cl,2.0,4.7,3780.0,Bebida
Ice Tea Manga 33cl,2.0,4.7,401.0,Bebida
Ice Tea 33cl,2.0,4.7,401.0,Bebida
Ice Tea Limão 33cl,2.0,4.7,401.0,Bebida
Ice Tea Limão,2.8,4.4,2090.0,Bebida
Ice Tea Manga,2.8,4.4,2090.0,Bebida
Ice Tea Pêssego,2.8,4.4,2090.0,Bebida
Ice Tea Limão 1.5L,3.4,4.7,1460.0,Bebida
Ice Tea Pêssego 1.5L,3.4,4.7,1460.0,Bebida
Ice Tea Manga 1.5L,3.4,4.7,1460.0,Bebida
Ice Tea Pêssego,1.55,4.7,1460.0,Bebida
Ice Tea Limão,1.55,4.7,1460.0,Bebida
Ice Tea Manga,1.55,4.7,1460.0,Bebida
Ice Tea,2.65,4.8,3660.0,Bebida
Ice Tea Pêssego,2.6,4.7,1190.0,Bebida
Ice Tea Pêssego,2.2,4.7,2850.0,Bebida
Ice Tea Manga,2.2,4.7,2850.0,Bebida
Ice Tea Limão,2.2,4.7,2850.0,Bebida
Ice Tea Pêssego 33cl,2.5,4.7,3000.0,Bebida
Ice Tea Limão 33cl,2.5,4.7,3000.0,Bebida
Ice Tea Manga 33cl,2.5,4.7,3000.0,Bebida
Ice Tea Pêssego,2.5,4.7,2680.0,Bebida
Ice Tea Limão,2.6,4.5,1070.0,Bebida
Ice Tea Pêssego,2.6,4.5,1070.0,Bebida
Ice Tea Manga,2.6,4.5,1070.0,Bebida
Ice Tea Pêssego,1.95,4.7,1510.0,Bebida
Ice Tea Manga,1.95,4.7,1510.0,Bebida
Ice Tea Limão,1.95,4.7,1510.0,Bebida
Ice Tea,3.5,4.6,1370.0,Bebida
Ice Tea Limão,1.9,4.2,23.0,Bebida
Ice Tea Manga,1.9,4.2,23.0,Bebida
Ice Tea Pêssego,1.9,4.2,23.0,Bebida
Ice Tea Limão 33cl,2.5,4.6,2380.0,Bebida
Ice Tea Limão,3.5,4.7,560.0,Bebida
Ice Tea Limão,2.5,4.6,6100.0,Bebida
Ice Tea Pêssego,2.5,4.6,6100.0,Bebida
Ice Tea Manga,2.5,,,Bebida
Ice Tea Ananás,2.5,,,Bebida
Ice Tea,2.1,4.4,129.0,Bebida
Ice Tea Limão,3.0,4.8,149.0,Bebida
Ice Tea Pêssego,3.0,4.8,149.0,Bebida
Ice Tea,2.2,4.8,7320.0,Bebida
Ice Tea Limão,2.5,4.6,269.0,Bebida
Ice Tea Pêssego,1.3,4.7,198.0,Bebida
Ice Tea Manga,1.3,4.7,198.0,Bebida
Ice Tea Limão,1.3,4.7,198.0,Bebida
Ice Tea Pêssego,2.0,4.6,1380.0,Bebida
Ice Tea Manga,2.0,4.6,1380.0,Bebida
Ice Tea Limão,2.0,4.6,1380.0,Bebida
Ice Tea Pêssego 33cl,1.99,4.8,175.0,Bebida
Ice Tea Manga 33cl,1.99,4.8,175.0,Bebida
Ice Tea Manga,2.0,4.6,79.0,Bebida
Ice Tea Limão,2.0,4.6,79.0,Bebida
Ice Tea Pêssego,2.0,4.6,79.0,Bebida
Ice Tea Limão,2.5,4.8,298.0,Bebida
Ice Tea Pêssego,2.5,4.8,298.0,Bebida
Ice Tea Manga,2.5,4.8,298.0,Bebida
Ice Tea Pêssego 33cl,1.95,4.7,1640.0,Bebida
Ice Tea Limão 33cl,1.95,4.7,1640.0,Bebida
Ice Tea 33cl,2.0,4.7,130.0,Bebida
Ice Tea Limão 33cl,2.65,4.5,160.0,Bebida
Ice Tea Pêssego 33cl,2.65,4.5,160.0,Bebida
Ice Tea Manga 33cl,2.65,4.5,160.0,Bebida
Ice Tea Pêssego,3.0,4.6,369.0,Bebida
Ice Tea Limão,3.0,4.6,369.0,Bebida
Ice Tea Manga,3.0,4.9,29.0,Bebida
Ice Tea Pêssego,3.0,4.9,29.0,Bebida
Ice Tea Limão,3.0,4.9,29.0,Bebida
Ice Tea Pêssego 33cl,2.2,4.6,2920.0,Bebida
Ice Tea Manga 33cl,2.2,4.6,2920.0,Bebida
Ice Tea Limão 33cl,2.2,4.6,2920.0,Bebida
Ice Tea Manga,2.5,4.9,230.0,Bebida
Ice Tea Limão,2.5,4.9,230.0,Bebida
Ice Tea Pêssego,2.8,4.2,26.0,Bebida
Ice Tea Pêssego,1.7,4.8,159.0,Bebida
Ice Tea Manga,1.7,4.8,159.0,Bebida
Ice Tea,1.5,4.7,23.0,Bebida
Ice Tea Pêssego,2.3,4.5,173.0,Bebida
Ice Tea Manga,2.3,4.5,173.0,Bebida
Ice Tea Limão,2.3,4.5,173.0,Bebida
Ice Tea Pêssego,2.3,4.7,5810.0,Bebida
Ice Tea Limão,2.3,4.7,5810.0,Bebida
Ice Tea Pêssego,2.5,4.3,30.0,Bebida
Ice Tea Pêssego,2.3,4.8,43.0,Bebida
Ice Tea Manga,2.3,4.8,43.0,Bebida
Ice Tea Limão,2.3,4.8,43.0,Bebida
Ice Tea Limão 33cl,1.7,4.0,18.0,Bebida
Ice Tea Pêssego,3.0,5.0,13.0,Bebida
Ice Tea Limão,3.0,5.0,13.0,Bebida
Ice Tea,3.0,5.0,13.0,Bebida
Ice Tea Limão,2.75,4.6,490.0,Bebida
Ice Tea Pêssego,2.75,4.6,490.0,Bebida
Ice Tea Manga,2.3,4.0,21.0,Bebida
Ice Tea Limão,2.3,4.0,21.0,Bebida
Ice Tea Pêssego,2.3,4.0,21.0,Bebida
Ice Tea Manga,1.8,4.4,32.0,Bebida
Ice Tea Pêssego,1.8,4.4,32.0,Bebida
Ice Tea Limão,1.8,4.4,32.0,Bebida
Ice Tea,2.0,5.0,20.0,Bebida
Ice Tea,2.85,4.6,269.0,Bebida
Ice Tea Pêssego,2.2,4.8,39.0,Bebida
Ice Tea Limão,2.2,4.8,39.0,Bebida
Ice Tea Limão,2.1,4.5,97.0,Bebida
Ice Tea Manga,2.1,4.5,97.0,Bebida
Ice Tea Pêssego,2.1,4.5,97.0,Bebida
Ice Tea Limão,1.85,4.5,62.0,Bebida
Ice Tea Pêssego,1.85,4.5,62.0,Bebida
Ice Tea Manga,1.85,4.5,62.0,Bebida
Ice Tea Pêssego 1.5L,3.9,4.7,18.0,Bebida
Ice Tea Limão 1.5L,3.9,4.7,18.0,Bebida
Ice Tea Manga 1.5L,3.9,4.7,18.0,Bebida
Ice Tea Pêssego 1L,3.2,4.7,18.0,Bebida
Ice Tea Limão 1L,3.2,4.7,18.0,Bebida
Ice Tea Manga 1L,3.2,4.7,18.0,Bebida
Ice Tea Pêssego 33cl,2.2,4.0,59.0,Bebida
Ice Tea Limão 33cl,2.2,4.0,59.0,Bebida
Ice Tea Manga 33cl,2.2,4.0,59.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.6,57.0,Bebida
Ice Tea Limão 33cl,2.0,4.6,57.0,Bebida
Ice Tea Manga 33cl,2.0,4.6,57.0,Bebida
Ice Tea Pêssego,2.9,4.7,630.0,Bebida
Ice Tea Pêssego 33cl,2.3,4.3,54.0,Bebida
Ice Tea Limão 33cl,2.3,4.3,54.0,Bebida
Ice Tea Pêssego,2.0,4.8,233.0,Bebida
Ice Tea Limão,2.6,4.7,125.0,Bebida
Ice Tea Pêssego,2.6,4.7,125.0,Bebida
Ice Tea Manga,2.6,,,Bebida
Ice Tea Ananás,2.6,,,Bebida
Ice Tea,3.25,4.6,109.0,Bebida
Ice Tea Limão 33cl,1.5,3.7,28.0,Bebida
Ice Tea Pêssego,1.5,3.7,28.0,Bebida
Ice Tea Manga,1.5,3.7,28.0,Bebida
Ice Tea Limão,1.85,4.2,31.0,Bebida
Ice Tea Pêssego,1.85,4.2,31.0,Bebida
Ice Tea Manga,1.85,4.2,31.0,Bebida
Ice Tea Pêssego,3.0,4.4,182.0,Bebida
Ice Tea Limão,3.0,4.4,182.0,Bebida
Ice Tea Manga,3.0,,,Bebida
Ice Tea Ananás,3.0,,,Bebida
Ice Tea Pêssego 30cl,2.9,4.8,342.0,Bebida
Ice Tea Limão 30cl,2.9,4.8,342.0,Bebida
Ice Tea Manga 30cl,2.9,4.8,342.0,Bebida
Ice Tea Pêssego 30cl,1.8,4.7,450.0,Bebida
Ice Tea Limão 30cl,1.8,4.7,450.0,Bebida
Ice Tea Manga 30cl,1.8,4.7,450.0,Bebida
Ice Tea Limão,2.5,4.9,110.0,Bebida
Ice Tea Pêssego,2.5,4.9,110.0,Bebida
Ice Tea Limão 33cl,2.0,4.1,63.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.1,63.0,Bebida
Ice Tea Manga 33cl,2.0,4.1,63.0,Bebida
Ice Tea Pêssego,2.1,4.4,123.0,Bebida
Ice Tea Limão,2.1,4.4,123.0,Bebida
Ice Tea Manga,2.1,4.4,123.0,Bebida
Ice Tea Limão,2.1,4.1,87.0,Bebida
Ice Tea Manga,2.1,4.1,87.0,Bebida
Ice Tea Pêssego,2.1,4.1,87.0,Bebida
Ice Tea Limão 33cl,2.99,4.3,33.0,Bebida
Ice Tea Manga 33cl,2.99,4.3,33.0,Bebida
Ice Tea Pêssego 33cl,2.99,4.3,33.0,Bebida
Ice Tea Manga,3.3,4.5,149.0,Bebida
Ice Tea Limão,3.3,4.5,149.0,Bebida
Ice Tea Pêssego,3.3,4.5,149.0,Bebida
Ice Tea Limão,1.9,4.6,20.0,Bebida
Ice Tea Pêssego,1.9,4.6,20.0,Bebida
Ice Tea Manga,1.9,4.6,20.0,Bebida
Ice Tea Manga,2.2,4.9,70.0,Bebida
Ice Tea Pêssego,2.2,4.9,70.0,Bebida
Ice Tea Limão,2.2,4.9,70.0,Bebida
Ice Tea Pêssego,2.0,4.8,378.0,Bebida
Ice Tea Limão,2.0,4.8,378.0,Bebida
Ice Tea Pêssego 33cl,2.4,4.5,147.0,Bebida
Ice Tea Limão 33cl,2.4,4.5,147.0,Bebida
Ice Tea Manga,3.0,4.5,99.0,Bebida
Ice Tea Pêssego,3.0,4.5,99.0,Bebida
Ice Tea Limão,2.0,4.8,377.0,Bebida
Ice Tea Limão,1.6,4.3,73.0,Bebida
Ice Tea Manga,1.6,4.3,73.0,Bebida
Ice Tea Limão 1.5L,2.9,4.3,73.0,Bebida
Ice Tea Pêssego 1.5L,2.9,4.3,73.0,Bebida
Ice Tea Limão 33cl,2.2,4.6,1010.0,Bebida
Ice Tea Manga 33cl,2.2,4.6,1010.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.6,2110.0,Bebida
Ice Tea Manga 33cl,2.0,4.6,2110.0,Bebida
Ice Tea Pêssego,1.9,4.6,78.0,Bebida
Ice Tea Limão,1.9,4.6,78.0,Bebida
Ice Tea Manga 33cl,2.0,4.4,139.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.4,139.0,Bebida
Ice Tea Pêssego,1.9,4.7,458.0,Bebida
Ice Tea Manga,1.9,4.7,458.0,Bebida
Ice Tea Limão,1.9,4.7,458.0,Bebida
Ice Tea Pêssego 30cl,2.5,4.6,185.0,Bebida
Ice Tea Limão 30cl,2.5,4.6,185.0,Bebida
Ice Tea 33cl,1.7,4.8,69.0,Bebida
Ice Tea Pêssego 33cl,2.0,3.8,101.0,Bebida
Ice Tea 33cl,2.8,4.6,770.0,Bebida
Ice Tea Pêssego,2.5,4.7,64.0,Bebida
Ice Tea Limão 33cl,2.5,4.8,144.0,Bebida
Ice Tea Manga 33cl,2.5,4.8,144.0,Bebida
Ice Tea Pêssego 33cl,2.5,4.8,144.0,Bebida
Ice Tea Limão 33cl,1.8,4.6,292.0,Bebida
Ice Tea Pêssego 33cl,1.8,4.6,292.0,Bebida
Ice Tea Manga,2.6,4.7,2230.0,Bebida
Ice Tea Pêssego,2.0,4.3,18.0,Bebida
Ice Tea Manga,2.0,4.3,18.0,Bebida
Ice Tea Limão,2.0,4.3,18.0,Bebida
Ice Tea Pêssego 33cl,2.1,4.8,550.0,Bebida
Ice Tea Manga 1.5L,3.8,4.8,550.0,Bebida
Ice Tea Pêssego 1.5L,3.8,4.8,550.0,Bebida
Ice Tea Limão 33cl,2.4,4.8,550.0,Bebida
Ice Tea Manga 33cl,2.4,4.8,550.0,Bebida
Ice Tea Manga 1.5L,3.8,4.8,550.0,Bebida
Ice Tea Manga,2.9,4.9,99.0,Bebida
Ice Tea Limão,2.9,4.9,99.0,Bebida
Ice Tea Pêssego,2.9,4.9,99.0,Bebida
Ice Tea Manga,1.9,,,Bebida
Ice Tea Ananás,1.9,,,Bebida
Ice Tea Pêssego,1.9,4.7,1330.0,Bebida
Ice Tea Limão,1.9,4.7,1330.0,Bebida
Ice Tea Pêssego 33cl,1.7,4.3,346.0,Bebida
Ice Tea Limão 33cl,1.7,4.3,346.0,Bebida
Ice Tea Manga 33cl,1.7,4.3,346.0,Bebida
Ice Tea Limão,4.5,4.7,88.0,Bebida
Ice Tea Manga,4.5,4.7,88.0,Bebida
Ice Tea Pêssego,4.5,4.7,88.0,Bebida
Ice Tea Limão,2.2,4.9,497.0,Bebida
Ice Tea Pêssego,2.2,4.9,497.0,Bebida
Ice Tea Manga,2.0,4.6,308.0,Bebida
Ice Tea Limão,2.0,4.6,308.0,Bebida
Ice Tea Pêssego,2.1,4.7,600.0,Bebida
Ice Tea Limão,2.1,4.7,600.0,Bebida
Ice Tea Manga,2.1,4.7,600.0,Bebida
Ice Tea Manga,2.7,4.6,2460.0,Bebida
Ice Tea,1.8,4.9,16.0,Bebida
Ice Tea Limão 33cl,2.0,4.6,413.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.6,413.0,Bebida
Ice Tea Manga 33cl,2.0,4.6,413.0,Bebida
Ice Tea Manga 33cl,2.5,4.6,1170.0,Bebida
Ice Tea Limão 33cl,2.5,4.6,1170.0,Bebida
Ice Tea Pêssego 33cl,2.5,4.6,1170.0,Bebida
Ice Tea Limão 33cl,2.7,4.5,443.0,Bebida
Ice Tea Manga 33cl,2.7,4.5,443.0,Bebida
Ice Tea Pêssego 33cl,2.7,4.5,443.0,Bebida
Ice Tea Pêssego,1.8,4.8,4510.0,Bebida
Ice Tea Limão,1.8,4.8,4510.0,Bebida
Ice Tea Manga,1.8,4.8,4510.0,Bebida
Ice Tea Pêssego,2.5,4.7,940.0,Bebida
Ice Tea Limão,2.5,4.7,940.0,Bebida
Ice Tea Manga,2.5,4.7,940.0,Bebida
Ice Tea Manga,3.0,4.7,3480.0,Bebida
Ice Tea Limão,3.0,4.7,3480.0,Bebida
Ice Tea Pêssego,3.0,4.7,3480.0,Bebida
Ice Tea,2.6,4.5,550.0,Bebida
Ice Tea Pêssego,2.5,4.6,1120.0,Bebida
Ice Tea Limão,2.5,4.6,1120.0,Bebida
Ice Tea,3.25,4.6,650.0,Bebida
Ice Tea Limão,3.0,4.5,296.0,Bebida
Ice Tea Pêssego,3.0,4.5,296.0,Bebida
Ice Tea Manga,2.0,4.7,510.0,Bebida
Ice Tea Limão,2.0,4.7,510.0,Bebida
Ice Tea Pêssego,2.0,4.7,510.0,Bebida
Ice Tea Pêssego,3.99,4.5,186.0,Bebida
Ice Tea Manga 33cl,2.6,4.9,520.0,Bebida
Ice Tea Pêssego 33cl,2.6,4.9,520.0,Bebida
Ice Tea Limão 33cl,2.6,4.9,520.0,Bebida
Ice Tea Limão,1.7,4.5,335.0,Bebida
Ice Tea,2.0,4.7,183.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.8,174.0,Bebida
Ice Tea Limão 33cl,2.0,4.8,174.0,Bebida
Ice Tea Manga 33cl,2.0,4.8,174.0,Bebida
Ice Tea Pêssego,2.0,4.6,690.0,Bebida
Ice Tea Manga,2.0,4.6,690.0,Bebida
Ice Tea Limão,2.0,4.6,690.0,Bebida
Ice Tea,1.8,4.6,165.0,Bebida
Ice Tea Limão 33cl,3.0,4.2,141.0,Bebida
Ice Tea Pêssego 33cl,3.0,4.2,141.0,Bebida
Ice Tea 33cl,1.9,4.2,89.0,Bebida
Ice Tea Pêssego 33cl,2.5,4.5,1890.0,Bebida
Ice Tea Limão 33cl,2.5,4.5,1890.0,Bebida
Ice Tea Pêssego,3.99,4.6,510.0,Bebida
Ice Tea Limão,2.3,4.9,140.0,Bebida
Ice Tea Pêssego,2.3,4.9,140.0,Bebida
Ice Tea Pêssego,2.7,4.7,1800.0,Bebida
Ice Tea Limão,2.7,4.7,1800.0,Bebida
Ice Tea Manga,2.7,4.7,1800.0,Bebida
Ice Tea Manga,2.0,4.7,162.0,Bebida
Ice Tea Pêssego,2.0,4.7,162.0,Bebida
Ice Tea Limão,2.0,4.7,162.0,Bebida
Ice Tea Pêssego,2.6,4.7,429.0,Bebida
Ice Tea Pêssego,2.5,4.6,2750.0,Bebida
Ice Tea Manga,2.5,,,Bebida
Ice Tea Ananás,2.5,,,Bebida
Ice Tea Limão,2.5,4.6,2750.0,Bebida
Ice Tea,2.5,4.8,171.0,Bebida
Ice Tea Manga,2.3,4.9,479.0,Bebida
Ice Tea Limão,2.3,4.9,479.0,Bebida
Ice Tea Pêssego,2.3,4.9,479.0,Bebida
Ice Tea Pêssego,2.6,4.8,2150.0,Bebida
Ice Tea Limão,2.6,4.8,2150.0,Bebida
Ice Tea Manga,2.6,4.8,2150.0,Bebida
Ice Tea Limão,1.6,4.0,21.0,Bebida
Ice Tea Manga,2.8,3.8,180.0,Bebida
Ice Tea Pêssego,2.8,3.8,180.0,Bebida
Ice Tea Limão,2.8,3.8,180.0,Bebida
Ice Tea Maracujá,3.0,4.6,281.0,Bebida
Ice Tea Pêssego,2.19,4.6,281.0,Bebida
Ice Tea Limão,2.19,4.6,281.0,Bebida
Ice Tea,2.3,4.6,620.0,Bebida
Ice Tea Pêssego,2.5,4.7,1310.0,Bebida
Ice Tea Limão,2.5,4.7,1310.0,Bebida
Ice Tea,2.7,3.7,29.0,Bebida
Ice Tea,2.4,4.8,1600.0,Bebida
Ice Tea Pêssego 1.5L,3.65,4.6,131.0,Bebida
Ice Tea,1.95,4.5,29.0,Bebida
Ice Tea Limão,2.5,4.8,175.0,Bebida
Ice Tea Pêssego,2.5,4.8,175.0,Bebida
Ice Tea Manga,2.5,4.8,175.0,Bebida
Ice Tea Pêssego,1.8,4.8,241.0,Bebida
Ice Tea Manga,2.2,2.9,13.0,Bebida
Ice Tea Limão,2.2,2.9,13.0,Bebida
Ice Tea Pêssego,2.2,2.9,13.0,Bebida
Ice Tea Pêssego,2.8,4.7,34.0,Bebida
Ice Tea Pêssego,2.3,4.2,29.0,Bebida
Ice Tea Manga,2.3,4.2,29.0,Bebida
Ice Tea Limão,2.3,4.2,29.0,Bebida
Ice Tea Limão,3.05,4.7,2360.0,Bebida
Ice Tea Limão,2.75,4.7,2360.0,Bebida
Ice Tea Pêssego,2.6,4.9,88.0,Bebida
Ice Tea Manga,2.6,,,Bebida
Ice Tea Ananás,2.6,,,Bebida
Ice Tea Limão,2.6,4.9,88.0,Bebida
Ice Tea Limão,3.0,4.8,60.0,Bebida
Ice Tea Limão,2.75,3.0,17.0,Bebida
Ice Tea Limão,1.7,4.4,690.0,Bebida
Ice Tea,2.5,4.4,81.0,Bebida
Ice Tea 33cl,1.8,4.0,24.0,Bebida
Ice Tea 33cl,2.2,3.7,13.0,Bebida
Ice Tea Limão,2.1,4.6,372.0,Bebida
Ice Tea Manga,2.1,4.6,372.0,Bebida
Ice Tea Pêssego,2.1,4.6,372.0,Bebida
Ice Tea Pêssego 33cl,2.9,4.8,39.0,Bebida
Ice Tea Manga 33cl,2.9,4.8,39.0,Bebida
Ice Tea Limão 33cl,2.9,4.8,39.0,Bebida
Ice Tea Pêssego,3.0,4.6,1530.0,Bebida
Ice Tea Limão,3.0,4.6,1530.0,Bebida
Ice Tea Pêssego,2.2,4.6,6520.0,Bebida
Ice Tea Limão,2.2,4.6,6520.0,Bebida
Ice Tea Manga,2.2,4.6,6520.0,Bebida
Ice Tea Pêssego 33cl,2.0,4.8,820.0,Bebida
Ice Tea Limão 33cl,2.0,4.8,820.0,Bebida
Ice Tea Manga 33cl,2.0,4.8,820.0,Bebida
Ice Tea Limão,2.5,4.7,456.0,Bebida
Ice Tea Pêssego,2.5,4.7,456.0,Bebida
Ice Tea Manga,2.5,4.7,456.0,Bebida
Ice Tea Pêssego,3.0,4.5,68.0,Bebida
Ice Tea,2.2,4.7,228.0,Bebida
Ice Tea 33cl,2.15,4.7,500.0,Bebida
Ice Tea Manga,2.8,,,Bebida
Ice Tea Maracujá,2.8,,,Bebida
Ice Tea Limão,2.8,4.8,431.0,Bebida
Ice Tea Pêssego 33cl,2.8,4.8,431.0,Bebida
Ice Tea Limão,2.5,4.6,1180.0,Bebida
Ice Tea Pêssego,2.5,4.6,1180.0,Bebida
Ice Tea Pêssego,2.75,4.9,3050.0,Bebida
Ice Tea Limão,2.75,4.9,3050.0,Bebida
Ice Tea Limão,1.8,4.7,620.0,Bebida
Ice Tea Manga,1.8,4.7,620.0,Bebida
Ice Tea,4.3,4.8,780.0,Bebida
Ice Tea,2.0,4.8,780.0,Bebida
Ice Tea Limão 2L,3.9,4.7,580.0,Bebida
Ice Tea Pêssego 2L,3.9,4.7,580.0,Bebida
Ice Tea Manga 2L,3.9,4.7,580.0,Bebida
Ice Tea Manga 30cl,1.8,4.5,730.0,Bebida
Ice Tea Pêssego 30cl,1.8,4.5,730.0,Bebida
Ice Tea Limão 30cl,1.8,4.5,730.0,Bebida
Ice Tea Manga,2.0,4.5,125.0,Bebida
Ice Tea Limão,2.0,4.5,125.0,Bebida
Ice Tea Pêssego,2.0,4.5,125.0,Bebida
Ice Tea,2.5,4.8,18.0,Bebida
Ice Tea,2.4,4.7,3820.0,Bebida
