Menu,Price,Rating,Review,Category
Biryani frango biriyani,12.95,4.7,2900.0,Comida
Biryani prawn biriyani,14.95,4.7,2900.0,Comida
Biryani lamb biriyani,14.95,4.7,2900.0,Comida
Biryani vegetal,9.50,4.2,1420.0,Comida
Biryani prawn,10.75,4.7,235.0,Comida
Biryani frango,10.25,4.7,235.0,Comida
Biryani lamb,10.50,4.7,235.0,Comida
Biryani vegetal,9.49,4.7,235.0,Comida
Biryani frango,15.75,3.9,12.0,Comida
Biryani veg,13.75,3.9,12.0,Comida
Biryani prawn,17.25,3.9,12.0,Comida
Biryani mix,18.75,3.9,12.0,Comida
Biryani mutton,16.50,3.9,12.0,Comida
Biryani vegetal,10.95,4.6,740.0,Comida
Biryani frango,12.45,4.6,740.0,Comida
Biryani lamb,12.99,4.6,740.0,Comida
Biryani prawn,12.75,4.6,740.0,Comida
Biryani lamb,10.95,4.8,790.0,Comida
Biryani veg,8.95,4.8,790.0,Comida
Biryani frango,9.95,4.8,790.0,Comida
Biryani special,13.95,4.8,790.0,Comida
Biryani prawn,12.50,4.8,790.0,Comida
Biryani lamb,9.90,4.0,780.0,Comida
Biryani ovo,8.00,4.0,780.0,Comida
Biryani vegetal,7.50,4.0,780.0,Comida
Biryani frango,8.90,4.0,780.0,Comida
Biryani mutton,14.41,3.9,12.0,Comida
Biryani frango,12.45,3.9,12.0,Comida
Biryani prawn,15.07,3.9,12.0,Comida
Biryani ovo,12.45,3.9,12.0,Comida
Biryani veg,10.48,3.9,12.0,Comida
Biryani de vegetal,9.95,4.6,54.0,Comida
Biryani de frango,10.95,4.6,54.0,Comida
Biryani frango,11.95,4.7,2050.0,Comida
Biryani vegetal,10.50,4.7,2050.0,Comida
Biryani prawn,12.95,4.7,2050.0,Comida
Biryani lamb,12.95,4.7,2050.0,Comida
Biryani frango,11.70,4.0,84.0,Comida
Biryani frango tikka,13.00,4.0,84.0,Comida
Biryani vegetal,11.70,4.0,84.0,Comida
Biryani frango,7.20,4.5,12.0,Comida
Biryani frango tikka,8.10,4.5,12.0,Comida
Biryani vaca,8.50,4.5,12.0,Comida
Biryani vegetables,7.00,4.5,12.0,Comida
Biryani lamb,17.99,4.6,570.0,Comida
Biryani vegetal,14.99,4.6,570.0,Comida
Biryani prawn,18.99,4.6,570.0,Comida
Biryani frango,10.50,4.8,132.0,Comida
Biryani vegetal,9.00,4.8,132.0,Comida
Biryani lamb,11.00,4.8,132.0,Comida
Biryani prawn,12.50,4.8,132.0,Comida
Biryani special mix,12.90,4.8,132.0,Comida
Biryani prawn,12.25,4.6,71.0,Comida
Biryani frango,9.99,4.6,71.0,Comida
Biryani vegetables,8.50,4.6,71.0,Comida
Biryani special,13.00,4.6,71.0,Comida
Biryani vegetariano,9.99,4.6,1940.0,Comida
Biryani frango,13.75,4.6,1940.0,Comida
Biryani frango tikka,13.75,4.6,1940.0,Comida
Biryani prawn,14.75,4.6,1940.0,Comida
Biryani frango,10.95,4.4,500.0,Comida
Biryani special mix,13.95,4.4,500.0,Comida
Biryani lamb,11.95,4.4,500.0,Comida
Biryani prawn,12.95,4.4,500.0,Comida
Biryani vegetal,9.95,4.4,500.0,Comida
Biryani prawn biriyani,11.70,4.7,245.0,Comida
Biryani lamb biriyani,11.90,4.7,245.0,Comida
Biryani frango biriyani,10.90,4.7,245.0,Comida
Biryani frango,11.50,4.1,494.0,Comida
Biryani vegetal,8.50,4.1,494.0,Comida
Biryani lamb,12.00,4.1,494.0,Comida
Biryani prawn,10.50,4.1,494.0,Comida
Biryani special,5.00,4.6,32.0,Comida
Biryani special,6.99,4.6,32.0,Comida
Biryani frango,11.95,4.7,154.0,Comida
Biryani lamb,12.50,4.7,154.0,Comida
Biryani vegetal,10.95,4.7,154.0,Comida
Biryani prawn,13.50,4.7,154.0,Comida
Biryani frango,12.00,4.2,157.0,Comida
Biryani lamb,14.00,4.2,157.0,Comida
Biryani veg,11.00,4.2,157.0,Comida
Biryani vaca,13.00,4.2,157.0,Comida
Biryani ovo,13.00,4.2,157.0,Comida
Biryani frango,11.50,4.8,2100.0,Comida
Biryani prawn,11.75,4.8,2100.0,Comida
Biryani lamb,12.95,4.8,2100.0,Comida
Biryani veg,10.25,4.8,2100.0,Comida
Biryani frango,11.50,4.4,488.0,Comida
Biryani vegetables,10.90,4.4,488.0,Comida
Biryani prawn,12.80,4.4,488.0,Comida
Biryani lamb,12.20,4.4,488.0,Comida
Biryani vaca,8.00,4.9,11.0,Comida
Biryani mutton,8.00,4.9,11.0,Comida
Biryani frango,7.00,4.9,11.0,Comida
Biryani vegetal,7.00,4.9,11.0,Comida
Biryani prawn,8.00,4.9,11.0,Comida
Biryani frango,9.99,4.8,42.0,Comida
Biryani vegetariano,9.99,4.8,42.0,Comida
Biryani frango,15.00,4.5,140.0,Comida
Biryani vegetal,14.00,4.5,140.0,Comida
Biryani de frango,7.99,2.8,13.0,Comida
Biryani frango,10.30,4.0,12.0,Comida
Biryani ovo,9.00,4.0,12.0,Comida
Biryani vegetal,9.00,4.0,12.0,Comida
Biryani frango tikka,11.99,4.1,55.0,Comida
Biryani frango,13.99,4.6,690.0,Comida
Biryani prawn biriyani,13.99,4.6,690.0,Comida
Biryani lamb biriyani,14.99,4.6,690.0,Comida
Biryani de frango,11.50,4.6,3320.0,Comida
Biryani de vegetal,10.50,4.6,3320.0,Comida
Biryani de borrego,12.50,4.6,3320.0,Comida
Biryani special mix,13.90,4.6,3320.0,Comida
Biryani de camarão,13.50,4.6,3320.0,Comida
Biryani frango,11.50,4.6,3320.0,Comida
Biryani prawn,13.50,4.6,3320.0,Comida
Biryani lamb,12.50,4.6,3320.0,Comida
Biryani vegetal,10.50,4.6,3320.0,Comida
Biryani special mix,13.90,4.6,3320.0,Comida
Biryani frango,13.95,4.6,1500.0,Comida
Biryani vegetal,12.50,4.6,1500.0,Comida
Biryani lamb,14.75,4.6,1500.0,Comida
Biryani prawn,15.95,4.6,1500.0,Comida
Biryani special,17.50,4.6,1500.0,Comida
Biryani frango biriyani,13.95,4.6,1850.0,Comida
Biryani lamb biriyani,14.95,4.6,1850.0,Comida
Biryani prawn biriyani,14.95,4.6,1850.0,Comida
Biryani frango tikka,12.00,4.7,3440.0,Comida
Biryani veg,10.50,4.7,3440.0,Comida
Biryani lamb,13.00,4.7,3440.0,Comida
Biryani frango,11.75,4.7,3440.0,Comida
Biryani frango tikka,12.50,4.7,2640.0,Comida
Biryani lamb,12.00,4.6,12.0,Comida
Biryani frango,10.99,4.6,12.0,Comida
Biryani vegetal,9.50,4.6,12.0,Comida
Biryani prawn,12.99,4.6,12.0,Comida
Biryani special mix,12.99,4.6,12.0,Comida
Biryani prawn biriyani,17.25,4.7,2990.0,Comida
Biryani frango biriyani,15.50,4.7,2990.0,Comida
Biryani lamb biriyani,16.85,4.7,2990.0,Comida
Biryani frango biriyani,9.95,4.7,1370.0,Comida
Biryani prawn biriyani,9.95,4.7,1370.0,Comida
Biryani lamb biriyani,9.95,4.7,1370.0,Comida
Biryani frango,14.50,4.5,112.0,Comida
Biryani lamb,15.50,4.5,112.0,Comida
Biryani prawn,16.50,4.5,112.0,Comida
Biryani vegetal,13.50,4.5,112.0,Comida
Biryani frango,11.99,4.7,3200.0,Comida
Biryani prawn,13.50,4.7,3200.0,Comida
Biryani vegetables,11.10,4.7,3200.0,Comida
Biryani frango,11.50,4.7,3350.0,Comida
Biryani vegetal,10.25,4.7,3350.0,Comida
Biryani lamb biriyani,12.75,4.7,3350.0,Comida
Biryani prawn biriyani,12.55,4.7,3350.0,Comida
Biryani prawn,12.00,4.6,1880.0,Comida
Biryani lamb,11.50,4.6,1880.0,Comida
Biryani vegetal,8.99,4.6,1880.0,Comida
Biryani frango,10.50,4.6,1880.0,Comida
Biryani vegetables,10.99,4.5,24.0,Comida
Biryani frango,11.99,4.5,24.0,Comida
Biryani lamb,12.99,4.5,24.0,Comida
Biryani prawn,13.99,4.5,24.0,Comida
Biryani frango,10.50,4.0,22.0,Comida
Biryani prawn,11.90,4.0,22.0,Comida
Biryani vegetal,9.50,4.0,22.0,Comida
Biryani de vegetal,10.90,4.7,2490.0,Comida
Biryani de frango,11.90,4.7,2490.0,Comida
Biryani especial,13.90,4.7,2490.0,Comida
Biryani de vegetal,10.90,4.7,2490.0,Comida
Biryani de camarão,12.90,4.7,2490.0,Comida
Biryani frango,12.25,4.6,2430.0,Comida
Biryani lamb,13.50,4.6,2430.0,Comida
Biryani prawn,14.50,4.6,2430.0,Comida
Biryani mix,15.50,4.6,2430.0,Comida
Biryani vegetal,11.00,4.6,2430.0,Comida
Biryani special mix,16.75,4.7,1810.0,Comida
Biryani frango,14.75,4.7,1810.0,Comida
Biryani vegetal,14.00,4.7,1810.0,Comida
Biryani lamb,15.75,4.7,1810.0,Comida
Biryani prawn,15.99,4.7,1810.0,Comida
Biryani de frango,13.00,4.3,27.0,Comida
Biryani de camarão,17.00,4.3,27.0,Comida
Biryani de vegetal,11.00,4.3,27.0,Comida
Biryani de camarão,17.00,4.9,66.0,Comida
Biryani de frango,13.00,4.9,66.0,Comida
Biryani de vegetal,11.00,4.9,66.0,Comida
Biryani vegetal,5.00,4.1,13.0,Comida
Biryani frango,6.00,4.1,13.0,Comida
Biryani lamb,7.00,4.1,13.0,Comida
Biryani prawn,10.00,4.1,13.0,Comida
Biryani frango,12.10,4.4,830.0,Comida
Biryani lamb,13.10,4.4,830.0,Comida
Biryani vegetal,11.10,4.4,830.0,Comida
Biryani prawn,14.10,4.4,830.0,Comida
Biryani ovo,9.75,4.4,830.0,Comida
Biryani especial,13.00,4.4,145.0,Comida
Biryani frango,13.25,4.8,760.0,Comida
Biryani vegetal,12.95,4.8,760.0,Comida
Biryani prawn,14.25,4.8,760.0,Comida
Biryani lamb,15.00,4.8,760.0,Comida
Biryani veg,11.00,4.8,1250.0,Comida
Biryani veg,10.99,4.6,79.0,Comida
Biryani frango,11.99,4.6,79.0,Comida
Biryani veg,10.99,4.6,79.0,Comida
Biryani de camarão,13.99,4.6,79.0,Comida
Biryani frango,17.90,4.8,298.0,Comida
Biryani frango,11.50,4.7,145.0,Comida
Biryani lamb,12.00,4.7,145.0,Comida
Biryani lamb,14.90,4.6,1170.0,Comida
Biryani prawn,15.90,4.6,1170.0,Comida
Biryani vegetal,10.50,4.6,165.0,Comida
Biryani lamb,12.00,4.6,165.0,Comida
Biryani veg,11.45,4.9,88.0,Comida
Biryani frango,12.15,4.9,88.0,Comida
Biryani prawn,14.30,4.9,88.0,Comida
Biryani veg,11.45,4.8,1600.0,Comida
Biryani frango,12.15,4.8,1600.0,Comida
Biryani prawn,14.30,4.8,1600.0,Comida
Biryani frango,11.50,4.6,1850.0,Comida
Biryani vegetal,10.75,4.6,1850.0,Comida
Biryani lamb,12.75,4.6,1850.0,Comida
Biryani prawn,15.50,4.6,1850.0,Comida
Biryani frango,11.00,4.5,960.0,Comida
Biryani lamb,12.50,4.5,960.0,Comida
Biryani vegetal,10.50,4.5,960.0,Comida
Biryani prawn,14.00,4.5,960.0,Comida
Biryani vegetal,10.99,4.8,171.0,Comida
Biryani lamb,12.50,4.8,171.0,Comida
Biryani frango,12.15,4.8,171.0,Comida
Biryani special,14.25,4.8,171.0,Comida
Biryani frango,11.99,4.5,1030.0,Comida
Biryani vegetal,9.50,4.5,1030.0,Comida
Biryani prawn,12.99,4.5,1030.0,Comida
Biryani lamb,12.99,4.5,1030.0,Comida
Biryani frango,11.95,4.6,3270.0,Comida
Biryani lamb,14.95,4.6,3270.0,Comida
Biryani prawn,16.50,4.6,3270.0,Comida
Biryani veg,9.50,4.6,3270.0,Comida
Biryani mix,16.95,4.6,3270.0,Comida
Biryani frango tikka,10.00,4.2,161.0,Comida
Biryani mutton,8.50,4.2,161.0,Comida
Biryani vegetal,6.50,4.2,161.0,Comida
Biryani prawn,10.00,4.2,161.0,Comida
Biryani frango,8.99,3.8,34.0,Comida
Biryani frango tikka,9.99,3.8,34.0,Comida
Biryani lamb,9.99,3.8,34.0,Comida
Biryani prawn,10.50,3.8,34.0,Comida
Biryani vegetal,8.50,4.3,247.0,Comida
Biryani frango,9.50,4.3,247.0,Comida
Biryani lamb,10.50,4.3,247.0,Comida
Biryani prawn,11.75,4.3,247.0,Comida
Biryani frango,18.00,4.6,1180.0,Comida
Biryani lamb,19.00,4.6,1180.0,Comida
Biryani vegetal,16.50,4.6,1180.0,Comida
Biryani prawn,21.00,4.6,1180.0,Comida
Biryani mix,21.00,4.6,1180.0,Comida
Biryani frango,11.50,4.6,1810.0,Comida
Biryani lamb,13.90,4.6,1810.0,Comida
Biryani prawn,14.99,4.6,1810.0,Comida
Biryani special mix,13.90,4.6,1810.0,Comida
Biryani vegetal,9.99,4.6,1810.0,Comida
Biryani frango,12.50,4.8,21.0,Comida
Biryani prawn,13.00,4.8,21.0,Comida
Biryani vegetal,10.75,4.8,21.0,Comida
Biryani frango,14.90,4.6,98.0,Comida
Biryani veg,11.50,4.6,98.0,Comida
Biryani frango,12.60,4.3,155.0,Comida
Biryani lamb,13.90,4.3,155.0,Comida
Biryani prawn,14.90,4.3,155.0,Comida
Biryani vegetal,10.90,4.3,155.0,Comida
Biryani frango tikka,12.99,3.9,37.0,Comida
Biryani vegetal,10.50,3.9,37.0,Comida
Biryani frango,10.99,3.9,37.0,Comida
Biryani lamb,10.99,3.9,37.0,Comida
Biryani vaca,10.99,3.9,37.0,Comida
Biryani frango,12.95,4.7,261.0,Comida
Biryani lamb,14.95,4.7,261.0,Comida
Biryani veg,9.50,4.7,261.0,Comida
Biryani prawn,16.50,4.7,261.0,Comida
Biryani mix,16.95,4.7,261.0,Comida
Biryani lamb,15.50,4.8,2330.0,Comida
Biryani frango,13.50,4.8,2330.0,Comida
Biryani vegetal,11.50,4.8,2330.0,Comida
Biryani especial,18.00,4.8,2330.0,Comida
Biryani vegetal,12.87,4.7,590.0,Comida
Biryani lamb,15.47,4.7,590.0,Comida
Biryani special mix,18.07,4.7,590.0,Comida
Biryani frango,14.17,4.7,590.0,Comida
Biryani prawn,16.77,4.7,590.0,Comida
Biryani frango,10.99,4.7,1410.0,Comida
Biryani vegetal,9.50,4.7,1410.0,Comida
Biryani lamb,10.99,4.7,1410.0,Comida
Biryani prawn,11.99,4.7,1410.0,Comida
Biryani frango,17.20,4.8,308.0,Comida
Biryani lamb,19.70,4.8,308.0,Comida
Biryani frango,14.50,4.6,1490.0,Comida
Biryani prawn,15.95,4.6,1490.0,Comida
Biryani vegetal,13.50,4.6,1490.0,Comida
Biryani lamb,15.99,4.6,1490.0,Comida
Biryani vaca,14.95,4.6,1490.0,Comida
Biryani frango,12.50,4.7,353.0,Comida
Biryani lamb,13.20,4.7,353.0,Comida
Biryani vegetal,11.40,4.7,353.0,Comida
Biryani frango,13.95,4.7,32.0,Comida
Biryani frango,13.95,4.7,32.0,Comida
Biryani de vegetal,9.99,4.7,50.0,Comida
Biryani de borrego,12.99,4.7,50.0,Comida
Biryani de camarão,13.99,4.7,50.0,Comida
Biryani de frango,10.99,4.7,50.0,Comida
Biryani frango,13.95,4.4,157.0,Comida
Biryani frango,13.95,4.4,157.0,Comida
Biryani lamb,12.50,4.6,900.0,Comida
Biryani de frango,11.90,4.6,900.0,Comida
Biryani veg,10.90,4.6,900.0,Comida
Biryani prawn,12.50,4.6,900.0,Comida
Biryani frango,6.00,3.4,76.0,Comida
Biryani vegetal,4.00,3.4,76.0,Comida
Biryani frango,10.00,4.5,29.0,Comida
Biryani vegetal,7.00,4.5,29.0,Comida
Biryani frango,11.50,4.2,12.0,Comida
Biryani vegetal,10.50,4.2,12.0,Comida
Biryani prawn,11.90,4.2,12.0,Comida
Biryani frango,9.99,4.2,54.0,Comida
Biryani prawn,11.99,3.4,13.0,Comida
Biryani frango tikka,11.99,3.4,13.0,Comida
Biryani vegetariano,9.99,3.4,13.0,Comida
Biryani de borrego,20.80,4.7,19.0,Comida
Biryani de camarão,21.45,4.7,19.0,Comida
Biryani de vegetal,16.25,4.7,19.0,Comida
Biryani de frango,18.20,4.7,19.0,Comida
Biryani frango,14.90,3.7,96.0,Comida
Biryani lamb,14.90,3.7,96.0,Comida
Biryani veg,11.90,3.7,96.0,Comida
Biryani prawn,15.90,3.7,96.0,Comida
Biryani vegetal,10.65,5.0,14.0,Comida
Biryani de frango,12.10,5.0,14.0,Comida
Biryani de borrego,13.50,5.0,14.0,Comida
Biryani de camarão,14.90,5.0,14.0,Comida
Biryani lamb,17.50,4.5,26.0,Comida
Biryani vegetables,14.30,4.5,26.0,Comida
Biryani frango,16.30,4.5,26.0,Comida
Biryani prawn,17.50,4.5,26.0,Comida
Biryani special,18.80,4.5,26.0,Comida
Biryani vegetal,11.90,4.7,18.0,Comida
Biryani frango,13.90,4.7,18.0,Comida
Biryani lamb,14.90,4.7,18.0,Comida
Biryani prawn,14.90,4.7,18.0,Comida
Biryani prawn,11.40,4.8,375.0,Comida
Biryani frango,9.95,4.8,375.0,Comida
Biryani lamb,11.40,4.8,375.0,Comida
Biryani vegetal,9.70,4.8,375.0,Comida
Biryani frango,10.80,4.7,2030.0,Comida
Biryani prawn,12.50,4.7,2030.0,Comida
Biryani vegetal,9.99,4.7,2030.0,Comida
Biryani lamb,11.99,4.7,2030.0,Comida
Biryani frango biriyani,12.50,4.5,30.0,Comida
Biryani vegetal,8.00,4.5,30.0,Comida
Biryani frango,12.99,4.5,335.0,Comida
Biryani vegetal,12.99,4.5,335.0,Comida
Biryani frango,7.95,5.0,12.0,Comida
Biryani lamb,9.95,5.0,12.0,Comida
Biryani prawn,11.45,5.0,12.0,Comida
Biryani vaca,9.99,5.0,12.0,Comida
Biryani frango,10.25,4.6,350.0,Comida
Biryani mutton,11.10,4.6,350.0,Comida
Biryani vegetal,9.70,4.6,350.0,Comida
Biryani prawn,12.25,4.6,350.0,Comida
Biryani lamb,15.95,4.5,108.0,Comida
Biryani vegetal,10.95,4.5,108.0,Comida
Biryani frango,13.95,4.5,108.0,Comida
Biryani prawn,16.95,4.5,108.0,Comida
Biryani frango,11.50,4.5,137.0,Comida
Biryani vegetal,10.90,4.5,137.0,Comida
Biryani lamb,13.90,4.5,137.0,Comida
Biryani frango,10.50,4.3,24.0,Comida
Biryani lamb,11.50,4.3,24.0,Comida
Biryani vegetal,10.00,4.3,24.0,Comida
Biryani prawn,12.50,4.3,24.0,Comida
Biryani frango tikka,11.50,4.8,238.0,Comida
Biryani frango,11.00,4.8,238.0,Comida
Biryani lamb,11.50,4.8,238.0,Comida
Biryani vegetal,9.00,4.8,238.0,Comida
Biryani special mix,13.00,4.8,238.0,Comida
Biryani de frango,9.00,4.3,96.0,Comida
Biryani de vegetal,7.50,4.3,96.0,Comida
Biryani de camarão,10.50,4.3,96.0,Comida
Biryani de frango,14.90,4.5,810.0,Comida
Biryani de camarão,15.90,4.5,810.0,Comida
Biryani de vegetal,11.90,4.5,810.0,Comida
Biryani de borrego,14.90,4.5,810.0,Comida
Biryani frango,13.99,4.4,134.0,Comida
Biryani lamb,14.99,4.4,134.0,Comida
Biryani prawn,15.99,4.4,134.0,Comida
Biryani veg,12.99,4.4,134.0,Comida
Biryani frango,12.95,4.7,2710.0,Comida
Biryani prawn,14.90,4.7,2710.0,Comida
Biryani vegetal,11.99,4.7,2710.0,Comida
Biryani lamb,13.50,4.7,2710.0,Comida
Biryani special mix,15.50,4.7,2710.0,Comida
Biryani frango,11.48,4.8,23.0,Comida
Biryani vegetal,10.28,4.8,23.0,Comida
Biryani lamb,12.30,4.8,23.0,Comida
Biryani prawn,13.48,4.8,23.0,Comida
Biryani mutton,10.50,4.7,15.0,Comida
Biryani veg,8.75,4.7,15.0,Comida
Biryani frango,9.95,4.7,15.0,Comida
Biryani prawn,11.50,4.7,15.0,Comida
Biryani frango,10.50,4.4,232.0,Comida
Biryani vegetariano,9.99,4.4,232.0,Comida
Biryani lamb,16.50,4.2,233.0,Comida
Biryani vegetal,9.50,4.2,233.0,Comida
Biryani frango,10.00,4.2,233.0,Comida
Biryani prawn,16.49,4.2,233.0,Comida
Biryani frango,16.00,4.5,46.0,Comida
Biryani lamb,19.00,4.5,46.0,Comida
Biryani frango,17.20,4.7,371.0,Comida
Biryani lamb,19.70,4.7,371.0,Comida
Biryani frango,8.90,4.0,54.0,Comida
Biryani vegetariano,14.00,4.8,145.0,Comida
Biryani de frango,14.80,4.8,145.0,Comida
Biryani de camarão,16.20,4.8,145.0,Comida
Biryani de frango,15.90,4.9,70.0,Comida
Biryani de vegetal,8.50,4.7,36.0,Comida
Biryani lamb,12.50,4.7,36.0,Comida
Biryani de frango,11.00,4.7,36.0,Comida
Biryani de camarão,11.00,4.7,36.0,Comida
Biryani frango,11.75,4.7,290.0,Comida
Biryani veg,10.50,4.7,290.0,Comida
Biryani lamb,13.00,4.7,290.0,Comida
Biryani prawn,16.75,4.7,290.0,Comida
Biryani frango,8.00,4.7,72.0,Comida
Biryani mutton,10.00,4.7,72.0,Comida
Taco kebab,7.99,4.8,29.0,Comida
Taco kebab,7.99,4.7,1240.0,Comida
Taco kebab,7.99,4.7,570.0,Comida
Taco kebab,11.49,4.7,570.0,Comida
Taco de frango,13.00,5.0,36.0,Comida
Taco de camarão,15.00,5.0,36.0,Comida
Taco de camarão,10.20,4.7,840.0,Comida
Taco de atum,10.20,4.7,840.0,Comida
Taco de salmão,10.20,4.7,840.0,Comida
Taco carnitas,8.20,4.9,2470.0,Comida
Taco lovers,25.40,4.4,3920.0,Comida
Taco supreme,10.15,4.4,3920.0,Comida
Taco power,9.65,4.4,3920.0,Comida
Taco power combo,25.95,4.4,3920.0,Comida
Taco lovers,25.40,4.4,3920.0,Comida
Taco crchy supreme,3.50,4.4,3920.0,Comida
Taco soft supreme,3.50,4.4,3920.0,Comida
Taco de frango,16.40,4.6,34.0,Comida
Taco de carne,18.00,4.6,34.0,Comida
Taco de camarão,19.70,4.6,34.0,Comida
Taco de salmão,9.50,4.8,4060.0,Comida
Taco frango,7.50,4.2,74.0,Comida
Taco atum,8.90,4.2,74.0,Comida
Taco salmão,8.90,4.5,32.0,Comida
Taco camarão,10.00,4.5,32.0,Comida
Taco salmão,8.50,4.5,364.0,Comida
Taco atum,8.50,4.5,364.0,Comida
Taco kebab,9.50,4.4,780.0,Comida
Taco kebab,12.50,4.4,780.0,Comida
Taco al pastor,12.00,4.7,2900.0,Comida
Taco pastor,13.00,4.5,1560.0,Comida
Taco,6.99,4.2,18.0,Comida
Taco lovers,25.40,4.3,1780.0,Comida
Taco supreme,10.15,4.3,1780.0,Comida
Taco power,9.65,4.3,1780.0,Comida
Taco power combo,25.95,4.3,1780.0,Comida
Taco lovers,25.40,4.3,1780.0,Comida
Taco crchy supreme,3.50,4.3,1780.0,Comida
Taco soft supreme,3.50,4.3,1780.0,Comida
Taco de salmão,9.50,4.8,820.0,Comida
Taco,9.99,4.6,71.0,Comida
Taco,6.99,4.6,71.0,Comida
Taco,16.00,4.8,36.0,Comida
Taco,19.00,4.8,36.0,Comida
Taco,8.00,4.6,39.0,Comida
Taco,6.99,4.5,600.0,Comida
Taco de camarão,10.20,4.6,1610.0,Comida
Taco de atum,10.20,4.6,1610.0,Comida
Taco de salmão,10.20,4.6,1610.0,Comida
Taco,6.90,4.5,29.0,Comida
Taco camarão,14.30,4.5,156.0,Comida
Taco frango,13.00,4.5,156.0,Comida
Taco al pastor,15.50,4.5,810.0,Comida
Taco vegetarianos,15.50,4.5,810.0,Comida
Taco lovers,25.40,4.5,570.0,Comida
Taco power,9.65,4.5,570.0,Comida
Taco supreme,10.15,4.5,570.0,Comida
Taco power combo,25.95,4.5,570.0,Comida
Taco lovers,25.40,4.5,570.0,Comida
Taco crchy supreme,3.50,4.5,570.0,Comida
Taco soft supreme,3.50,4.5,570.0,Comida
Taco,8.95,4.7,620.0,Comida
Taco al pastor,2.00,3.9,122.0,Comida
Taco vegetariano,2.00,3.9,122.0,Comida
Taco supreme,13.99,4.7,23.0,Comida
Taco,6.99,4.9,12.0,Comida
Taco de frango,6.99,4.1,55.0,Comida
Taco de frango,9.95,4.6,57.0,Comida
Taco vegetariano,8.95,4.6,57.0,Comida
Taco de carne,10.95,4.6,57.0,Comida
Taco de frango,10.95,4.6,57.0,Comida
Taco kebab,7.50,4.1,640.0,Comida
Taco kebab,11.50,4.1,640.0,Comida
Taco vegetariano,1.50,4.0,19.0,Comida
Taco de frango,2.00,4.0,19.0,Comida
Taco de carne,2.00,4.0,19.0,Comida
Taco lovers,25.40,4.4,650.0,Comida
Taco power,9.65,4.4,650.0,Comida
Taco supreme,10.15,4.4,650.0,Comida
Taco power combo,25.95,4.4,650.0,Comida
Taco lovers,25.40,4.4,650.0,Comida
Taco crchy supreme,3.50,4.4,650.0,Comida
Taco soft supreme,3.50,4.4,650.0,Comida
Taco carnitas,11.00,4.6,2720.0,Comida
Taco lovers,25.40,4.3,12200.0,Comida
Taco supreme,10.15,4.3,12200.0,Comida
Taco power,9.65,4.3,12200.0,Comida
Taco power combo,25.95,4.3,12200.0,Comida
Taco lovers,25.40,4.3,12200.0,Comida
Taco crchy supreme,3.50,4.3,12200.0,Comida
Taco soft supreme,3.50,4.3,12200.0,Comida
Taco kebab,9.50,4.2,640.0,Comida
Taco kebab,12.50,4.2,640.0,Comida
Taco carnitas,7.50,4.4,2980.0,Comida
Taco de camarão,8.00,4.4,2980.0,Comida
Taco al pastor,7.50,4.4,2980.0,Comida
Taco al pastor,11.50,4.6,14.0,Comida
Taco vegetariano,10.00,4.6,14.0,Comida
Taco de camarão,12.00,4.6,14.0,Comida
Taco de frango,10.50,4.6,14.0,Comida
Taco frango,11.70,4.8,29.0,Comida
Taco de carne,12.99,4.9,20.0,Comida
Taco de frango,12.99,4.9,20.0,Comida
Taco de salmão,13.90,4.7,2020.0,Comida
Taco atum,14.90,4.7,2020.0,Comida
Taco,8.95,4.6,3850.0,Comida
Taco salmão,7.50,4.3,820.0,Comida
Taco de atum,9.15,4.4,183.0,Comida
Taco de atum,6.40,4.4,183.0,Comida
Taco de salmão,7.95,4.7,1920.0,Comida
Taco de atum,7.95,4.7,1920.0,Comida
Taco,8.99,4.7,3670.0,Comida
Taco de salmão,8.50,4.7,169.0,Comida
Taco de salmão,8.50,4.7,169.0,Comida
Taco de atum,8.00,4.7,169.0,Comida
Taco de frango,10.00,4.6,10800.0,Comida
Taco de camarão,10.20,4.6,10800.0,Comida
Taco de atum,10.50,4.6,10800.0,Comida
Taco de camarão,10.00,4.9,1230.0,Comida
Taco de salmão,7.10,4.5,1880.0,Comida
Taco salmão,5.95,4.7,660.0,Comida
Taco atum,5.95,4.7,660.0,Comida
Taco de salmão,7.95,4.7,401.0,Comida
Taco de atum,7.95,4.7,401.0,Comida
Taco frango,10.50,4.6,269.0,Comida
Taco de camarão,10.20,4.3,30.0,Comida
Taco de atum,10.20,4.3,30.0,Comida
Taco de salmão,10.20,4.3,30.0,Comida
Taco al pastor,7.50,4.5,81.0,Comida
Taco vegetarianos,8.00,4.5,81.0,Comida
Taco carnitas,9.90,4.5,81.0,Comida
Taco camarão,8.00,4.5,81.0,Comida
Taco al pastor,17.00,4.6,260.0,Comida
Taco al pastor,10.90,4.6,1390.0,Comida
Taco al pastor,9.30,4.6,490.0,Comida
Taco de camarão,9.30,4.6,490.0,Comida
Taco frango,9.30,4.6,490.0,Comida
Taco al pastor,10.50,4.6,153.0,Comida
Taco de frango,9.50,4.5,710.0,Comida
Taco de camarão,12.90,4.5,710.0,Comida
Taco al pastor,11.50,4.4,398.0,Comida
Taco atum,13.50,4.4,398.0,Comida
Taco,12.49,4.5,379.0,Comida
Taco de camarão,13.00,4.8,1050.0,Comida
Taco de frango,12.00,4.8,1050.0,Comida
Taco camarão,10.00,4.7,134.0,Comida
